id,type,title,director,cast,country,release_year,rating,duration,genre,description,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+
306,TV Show,Pacific Rim: The Black,,"Gideon Adlon, Calum Worthy, Erica Lindbeck, Victoria Grace, Andrew McPhee","United States, Australia",2021,TV-14,1 Season,Anime Series,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies.",16+,7.1/10,60/100,1,0,0,0
307,TV Show,Murder Among the Mormons,"Jared Hess, Tyler Measom",,United States,2021,TV-14,1 Season,"Crime TV Shows, Docuseries",High-stakes exploits turn deadly â€” and shake a global church to its core â€” in this extraordinary true crime story.,16+,7.0/10,60/100,1,0,0,0
308,TV Show,Word Party,,"Victor Yerrid, Alice Dinnean, Alon Williams, Donna Kimball, John Munro Cameron, John Tartaglia, Arty Casas, Dorien Davies, Misty Rosas, Patina Miller",United States,2021,TV-Y,5 Seasons,Kids' TV,"Meet Bailey, Franny, Kip and Lulu. They're adorable baby animals, and they want you to join the party and help them learn!",all,5.9/10,37/100,1,0,0,0
309,TV Show,TIGER & BUNNY,,"Hiroaki Hirata, Masakazu Morita, Koji Yusa, Minako Kotobuki, Yuhko Kaida, Go Inoue, Kenjiro Tsuda, Mariya Ise, Taiten Kusunoki, Nobuhiko Okamoto, Keiji Fujiwara",Japan,2011,TV-14,1 Season,"Anime Series, International TV Shows","In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",16+,7.4/10,52/100,1,1,0,0
310,TV Show,Age of Samurai: Battle for Japan,,"Masayoshi Haneda, Masami Kosaka, Hideaki Ito, Hayate, Wilfred Lee, Philippe Koo",United States,2021,TV-MA,1 Season,"Docuseries, International TV Shows",Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,,7.4/10,56/100,1,0,0,0
311,TV Show,Canine Intervention,,Jas Leverette,United States,2021,TV-PG,1 Season,Reality TV,"No dog, no breed, no behavior is unfixable for Cali K9's Jas Leverette. Follow the Oakland dog trainer as he works with a range of canines and owners.",16+,6.5/10,47/100,1,0,0,0
312,TV Show,Ginny & Georgia,,"Brianne Howey, Antonia Gentry, Diesel La Torraca, Jennifer Robertson, Felix Mallard, Sara Waisglass, Scott Porter, Raymond Ablack",United States,2021,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy.",16+,7.5/10,75/100,1,0,0,0
313,TV Show,Two Sentence Horror Stories,,"Nicole Kang, Jim Parrack, Tara Pacheco, Christopher Shyer, Kimberley Wong, Wai Ching Ho, Greta Quispe, Zaria Degenhardt, Uly Schlesinger, Kate Jennings Grant, Aleyse Shannon, Guillermo Arribas, Jaiden Smith, Pepper Binkley, Mikelle Wright-Matos, Melinda Mo",United States,2021,TV-14,2 Seasons,"TV Horror, Teen TV Shows",This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.,16+,5.5/10,51/100,1,0,0,0
314,TV Show,Vincenzo,,"Song Joong-ki, Jeon Yeo-been, Ok Taec-yeon, Yoo Jae-myung, Kim Yeo-jin, Kwak Dong-yeon, Cho Han-cheul",South Korea,2021,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice.",,8.5/10,66/100,1,0,0,0
315,TV Show,Pitta Kathalu,"Tharun Bhascker Dhaassyam, B. V. Nandini Reddy, Nag Ashwin, Sankalp Reddy","Manchu Lakshmi, Saanve Megghana, Naveen Kumar, Jagapathi Babu, Amala Paul, Aswin Kakamanu, Shruthi Haasan, Sanjith Hegde, Sangeeth Shoban, Anish Kuruvilla, Uko, Dayanand Reddy, Thanmayi, Satya Dev, Eesha Rebba, Srinivas Avasarala, Ashima Narwal",India,2021,TV-MA,1 Season,"International TV Shows, TV Dramas","From secrets and lies to jealousy and control, four stories in this anthology film explore the darker, deceptive sides of love.",,5.0/10,46/100,1,0,0,0
316,TV Show,Tribes of Europa,,"Henriette Confurius, Emilio Sakraya, David Ali Rashed, Oliver Masucci, Melika Foroutan, Ana Ularu, Robert Finster",Germany,2021,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","In post-apocalyptic Europe, amid wars among microstates, three siblings fight for survival as a greater threat looms over the continent.",18+,6.8/10,61/100,1,0,0,0
317,TV Show,"Hello, Me!",,"Choi Kang-hee, Kim Young-kwang, Lee Re, Um Mun-suk, Kim You-mi, Ji Seung-hyun, Yoon Joo-sang, Baek Hyun-joo, Kim Yong-rim, Kim Byung-choon, Yun Bok-in, Jung Yi-rang, Moon Seong-hyun, Kim Mi-hwa, Kim Do-yeon, Choi Dae-chul, Kang Tae-ju, Park Chul-min, Jung Dae-ro, Shin Mun-seong, Kim Ki-ri, Koh Woo-ri, Choi Tae-hwan",South Korea,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Miserable and unsuccessful, a woman thinks she's lost all her spark â€” until one day, her spunky younger self appears in front of her demanding change.",,7.2/10,46/100,1,0,0,0
318,TV Show,Sisyphus,,"Cho Seung-woo, Park Shin-hye, Sung Dong-il, Tae In-ho, Chae Jong-hyeop, Jeong He-in, Kim Jong-tae, Choi Jung-woo, Go Yoon, Heo Joon-seok, Jeon Kook-hwan, Tae Won-seok",South Korea,2021,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",An unfathomable incident introduces a genius engineer to dangerous secrets of the world â€” and to a woman from the future who's come looking for him.,,7.1/10,53/100,1,0,0,0
319,TV Show,Thus Spoke Kishibe Rohan,,"Takahiro Sakurai, Hiroki Takahashi, Koki Uchiyama, Mai Nakahara, Kaori Mizuhashi, Yuki Kaji, Wataru Takagi, Atsumi Tanezaki, Junji Majima, Takamasa Mogi, Satoshi Tsuruoka, Showtaro Morikubo, Yasuyuki Kase, Shinnosuke Ogami, Takeaki Masuyama, Yuuki Takada",,2021,TV-MA,1 Season,"Anime Series, International TV Shows","A popular manga creator becomes enmeshed in paranormal events while conducting research: Stand User Kishibe Rohan visits Italy, goes bankrupt and more.",,7.7/10,49/100,1,0,0,0
320,TV Show,Thus Spoke Kishibe Rohan,,"Issey Takahashi, Marie Iitoyo, Tomoya Nakamura",,2020,16+,1 Season,"Comedy, Drama",He's a manga artist with the power to change other people's life stories â€“ but trouble has a particular way of finding him. Adapted from the popular anime series: JoJo's Bizarre Adventure.,,7.7/10,49/100,1,0,0,0
321,TV Show,Amend: The Fight for America,,"Will Smith, Mahershala Ali, Laverne Cox, Utkarsh Ambudkar, Bambadjan Bamba, Sterling K. Brown, Bobby Cannavale, Rafael Casal, Whitney Cummings, Daveed Diggs, Hannah Gadsby, Joseph Gordon-Levitt, Graham Greene, Diane Guerrero, Helen Hunt, Joshua Jackson, Samuel L. Jackson, Aja Naomi King, Diane Lane, Ki Hong Lee, Gabriel Luna, Marsai Martin, Dermot Mulroney, Tig Notaro, Jae Suh Park, Randall Park, Pedro Pascal, Yara Shahidi, Alia Shawkat, Algee Smith, Willow Smith, Courtney B. Vance, Lena Waithe, Samira Wiley, Larry Wilmore",United States,2021,TV-MA,1 Season,Docuseries,"Will Smith hosts this look at the evolving, often lethal, fight for equal rights in America through the lens of the US Constitution's 14th Amendment.",18+,7.9/10,56/100,1,0,0,0
322,TV Show,Behind Her Eyes,,"Simona Brown, Eve Hewson, Tom Bateman, Robert Aramayo, Tyler Howitt, Georgie Glen",United Kingdom,2021,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,18+,7.2/10,68/100,1,0,0,0
323,TV Show,MeatEater,,Steven Rinella,United States,2021,TV-14,4 Seasons,"Docuseries, Reality TV, Science & Nature TV",Steven Rinella scrounges in some of America's wildest terrains in this unscripted series showing him on the hunt for wild animals from ducks to deer.,16+,7.7/10,51/100,1,0,0,0
324,TV Show,Good Girls,,"Christina Hendricks, Retta, Mae Whitman, Matthew Lillard, Reno Wilson, Manny Montana, Lidya Jewett, Izzy Stannard, David Hornsby, Zach Gilford",United States,2020,TV-MA,3 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",Three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence â€“ together.,16+,7.8/10,84/100,1,1,0,0
325,TV Show,Good Girls,,,United States,2018,TV-14,1 Season,"Comedy, Drama","When three suburban moms get tired of trying to make ends meet, they decide it's time to stick up for themselves by robbing the local supermarket at (toy) gunpoint. But when the manager catches a glimpse of one of them and the loot is far more than they expected, it doesn't take long for the three best friends to realize the perfect getaway will be harder than they think. From Executive Producer Jenna Bans (""Scandal"") comes this comedy-infused drama that mixes a little ""Thelma and Louise"" with a bit of ""Bre",16+,7.8/10,84/100,1,1,0,0
326,TV Show,Booba,,Roman Karev,United Kingdom,2021,TV-Y7,4 Seasons,"Kids' TV, TV Comedies","The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings.",all,7.0/10,49/100,1,0,1,0
327,TV Show,Booba,,"Artem Kretov, Elena Solovieva, Vyacheslav Kataev, Roman Karev, Elena Kareva",,2021,ALL,1 Season,"Animation, Kids","Booba is cute and inquisitive, like a five-year-old kid. He explores the world without anger or resentment, only joy and wonder. He doesn't talk, although he does make sounds to express his emotions. Nobody knows where he came from, but he has obviously missed the last 100 years of human progress and explores modern locations with boundless energy and enthusiasm.",all,7.0/10,49/100,1,0,1,0
328,TV Show,The Crew,,"Kevin James, Sarah Stiles, Jillian Mueller, Freddie Stroma, Gary Anthony Williams, Dan Ahdoot",United States,2021,TV-14,1 Season,TV Comedies,Life in the garage swerves off track for a NASCAR crew chief and his tight-knit racing team when a new boss steps in and shakes things up.,16+,6.6/10,56/100,1,0,0,0
329,TV Show,Buried by the Bernards,,,United States,2021,TV-14,1 Season,Reality TV,"In this reality series, the bickering but big-hearted Bernards manage their budget-friendly funeral home while helping grieving families say farewell.",16+,7.3/10,44/100,1,0,0,0
330,TV Show,Chappelle's Show,,Dave Chappelle,United States,2005,TV-MA,2 Seasons,TV Comedies,"The brilliant Dave Chappelle performs blistering stand-up, impressions and sketches that skewer topics like racism, politics, celebrities and sex.",18+,8.7/10,83/100,1,0,0,0
331,TV Show,Nadiya Bakes,,Nadiya Hussain,United Kingdom,2021,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV","Delightful cakes and heavenly breads pop from the oven as Nadiya Hussain returns to baking, her happy place, and spotlights creative kindred spirits.",,7.1/10,41/100,1,0,0,0
332,TV Show,Capitani,,"Luc Schiltz, Sophie Mousel, Claude De Demo, Joe Dennenwald, Konstantin Rommelfangen, Jules Werner, Jil Devresse, Julie Kieffer",Luxembourg,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl.",,6.6/10,51/100,1,0,0,0
333,TV Show,El Chema,,"Mauricio Ochmann, Mariana Seoane, Julio Bracho, Sergio BasaÃ±ez, ItatÃ­ Cantoral, Jorge Luis VÃ¡zquez",Mexico,2016,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Follow one man's epic journey as he transforms from wily underage drug smuggler to one of the world's most infamous cartel leaders.,16+,6.8/10,48/100,1,0,0,0
334,TV Show,Crime Scene: The Vanishing at the Cecil Hotel,Joe Berlinger,,United States,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries","The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. From the creator of ""The Ted Bundy Tapes,"" a dive into crime's darkest places.",,5.9/10,55/100,1,0,0,0
335,TV Show,The Sinner,,"Jessica Biel, Bill Pullman, Christopher Abbott, Abby Miller, Dohn Norwood",United States,2020,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","When a young mother inexplicably stabs a stranger to death, a sympathetic detective struggles to unlock the mystery buried in her missing memories.",16+,7.9/10,83/100,1,0,0,0
336,TV Show,Hache,,"Adriana Ugarte, Javier Rey, Eduardo Noriega, Marc MartÃ­nez, Ingrid Rubio, Pep AmbrÃ²s, NÃºria Prims, Roger Casamajor",Spain,2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","As Helena gains the love and trust of a dangerous heroin cartel leader in 1960s Barcelona, she hones the skills she needs to rise up the ranks.",18+,6.5/10,49/100,1,0,0,0
337,TV Show,Invisible City,,"Marco Pigossi, Alessandra Negrini, FÃ¡bio Lago, JÃ©ssica CÃ³res, Jimmy London, Wesley GuimarÃ£es, Ãurea MaranhÃ£o, Julia Konrad, Thaia Perez, Manu Dieguez, JosÃ© Dumont, TainÃ¡ Medina, Rafael Sieg, Samuel de Assis, Victor Sparapane",Brazil,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After a family tragedy, a man discovers mythical creatures living among humans â€” and soon realizes they hold the key to his mysterious past.",all,7.4/10,58/100,1,0,0,0
338,TV Show,Firefly Lane,,"Katherine Heigl, Sarah Chalke, Ben Lawson, Beau Garrett, Ali Skovbye, Roan Curtis, Yael Yurman, Jon-Michael Ecker, Brandon Jay McLaren, Paul McGillion, Chelah Horsdal, Brendan Taylor",United States,2021,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",Best friends Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their 40s.,18+,7.4/10,67/100,1,0,0,0
339,TV Show,Power Rangers Ninja Steel,,"William Shewfelt, Nico Greetham, Zoe Robins, Peter Sudarso, Chrysti Ane, Jordi Webber, Caleb Bendit, Chris Reid, Kelson Henderson",United States,2018,TV-Y7,2 Seasons,Kids' TV,A new generation of teen heroes uses superhuman ninja powers to battle the intergalactic villain Galvanax and save Earth from destruction.,7+,6.0/10,45/100,1,0,0,0
340,TV Show,Tiffany Haddish Presents: They Ready,,"Tracey Ashley, Flame Monroe, Aida Rodriguez, Marlo Williams, April Macie, ChauntÃ© Wayans, Tiffany Haddish",United States,2021,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Hand-picked by Tiffany Haddish, six diverse comedians showcase their raw humor in a series of specials oozing with energy.",,6.3/10,43/100,1,0,0,0
341,TV Show,Heartland,,"Amber Marshall, Michelle Morgan, Graham Wardle, Shaun Johnston, Chris Potter, Jessica Amlee, Kerry James, Nathaniel Arcand",Canada,2019,TV-14,13 Seasons,TV Dramas,Spunky teenager Amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.,7+,8.4/10,77/100,1,0,1,0
342,TV Show,Heartland,,"Amber Marshall, Graham Wardle, Shaun Johnston",,2019,13+,1 Season,"Drama, Kids, Western","""Heartland"" is an award-winning multi-generational drama that tells the story of a family making it through life together in both happy and trying times.",7+,8.4/10,77/100,1,0,1,0
343,TV Show,Heartland,,,,2007,TV-PG,13 Seasons,"Drama, Family, International","Adapted from Lauren Brookeâ€™s best-selling novels, this compelling family drama follows life on the Heartland ranch as sisters Amy and Lou, together with their grandfather Jack, deal with the challenges of running a ranch that has been in the family for generations.",7+,8.4/10,77/100,1,0,1,0
344,TV Show,Love Daily,,"Kamil McFadden, Alexandra Peters, Laura Marano, Paul Karmiryan, Brianne Tju, Alexis G. Zall, Leo Howard, Stephanie Nogueras",United States,2018,TV-14,1 Season,"Romantic TV Shows, Teen TV Shows","This anthology follows 12 different love stories involving fateful encounters, magical moments and unexpected romances over the course of a year.",,6.1/10,42/100,1,0,0,0
345,TV Show,My Dead Ex,,"Katherine Hughes, Ryan Lee, Ryan Malaty, Medalion Rahimi, Marc Evan Jackson, Beth Littleford, Audrey Wasilewski, Matt Braunger",United States,2018,TV-14,1 Season,"TV Comedies, Teen TV Shows",High school teens Charley and Ben find themselves in a complicated romance when Ben dies in a tragic accident but is resurrected by a magical spell.,,7.2/10,47/100,1,0,0,0
346,TV Show,The House Arrest of Us,Richard Arellano,"Daniel Padilla, Kathryn Bernardo, Herbert Bautista, Ruffa Gutierrez, Gardo Versoza, Arlene Muhlach, Arlene Muchlach, Dennis Padilla, Riva Quenery, Anthony Jennings, Alora Sasam, Huybs Azarcon",Philippines,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A couple decides to make their engagement official by honoring tradition when a pandemic forces them and their families to quarantine under one roof.,7+,7.5/10,46/100,1,0,0,0
347,TV Show,The Unsettling,,"Holly Taylor, Tequan Richmond, Willow Shields, An-Li Bogan, Noah Grismer, Alex Lange, David Clayton Rogers, Marguerite Moreau",United States,2019,TV-14,1 Season,"TV Horror, Teen TV Shows","As 16-year-old Becca adjusts to her new foster home, she starts to question her reality as strange things begin to happen all around her.",,5.3/10,47/100,1,0,0,0
348,TV Show,We Are: The Brooklyn Saints,,,United States,2021,TV-14,1 Season,Docuseries,A Brooklyn youth football program and its selfless coaches provide a safe haven for kids to compete and learn lessons that will take them far in life.,,6.5/10,41/100,1,0,0,0
